Unique-id,Name,Games,AB,Hits,1B,2B,3B,HR,Tbases,Runs,RBI,BB,SB,BA,OBP,SLG,Fld_Pct,AllStar_freq,P,C,1B,2B,3B,SS,OF,DH,HOF
hafeych01,Chick Hafey,1283,4625,1466,894,341,67,164,2433,777,833,372,70,0.3170,0.3720,0.5261,0.9696,0.0769,0,0,0,0,0,0,0.9314,0,0.1436
hairsje01,Jerry Hairston,859,1699,438,311,91,6,30,631,216,205,300,4,0.2578,0.3679,0.3714,0.9697,0.0000,0,0,0.0524,0.0012,0,0,0.3725,0.1455,0.0000
haleod01,Odell Hale,1062,3701,1071,707,240,51,73,1632,551,573,353,57,0.2894,0.3517,0.4410,0.9508,0.0000,0,0,0,0.4878,0.4134,0.0009,0,0,0.0000
halesa01,Sammy Hale,883,2915,880,639,157,54,30,1235,422,392,130,41,0.3019,0.3365,0.4237,0.9355,0.0000,0,0,0,0.0034,0.7973,0.0011,0.0113,0,0.0000
hallme01,Mel Hall,1276,4237,1171,783,229,25,134,1852,568,620,324,31,0.2764,0.3265,0.4371,0.9811,0.0000,0,0,0,0,0,0,0.8158,0.1176,0.0000
halleto01,Tom Haller,1294,3935,1011,693,153,31,134,1628,461,504,573,14,0.2569,0.3535,0.4137,0.9913,0.2500,0,0.9266,0.0031,0,0,0,0.0085,0,0.0000
hallmbi01,Bill Hallman,1503,6012,1634,1298,234,81,21,2093,937,769,425,200,0.2718,0.3253,0.3481,0.9295,0.0000,0.0007,0.0246,0.0160,0.7552,0.0965,0.0798,0.0273,0,0.0000
hamilbi01,Billy Hamilton,1591,6268,2158,1782,242,94,40,2708,1690,736,1187,912,0.3443,0.4552,0.4320,0.9206,0.0000,0,0,0,0,0,0,0.9956,0,0.0057
hamilda02,Darryl Hamilton,1328,4577,1333,1041,204,37,51,1764,707,454,513,163,0.2912,0.3626,0.3854,0.9949,0.0000,0,0,0,0,0,0,0.9292,0.0143,0.0000
hammoje01,Jeffrey Hammonds,957,3032,824,525,172,17,110,1360,475,423,303,67,0.2718,0.3406,0.4485,0.9848,0.0769,0,0,0,0,0,0,0.9101,0.0272,0.0000
hamnegr01,Granny Hamner,1531,5839,1529,1091,272,62,104,2237,711,708,361,35,0.2619,0.3043,0.3831,0.9531,0.1765,0.0046,0,0,0.3710,0.0202,0.6101,0,0,0.0000
handlle01,Lee Handley,968,3356,902,720,122,45,15,1159,418,297,267,68,0.2688,0.3232,0.3454,0.9444,0.0000,0,0,0,0.1746,0.7366,0.0041,0,0,0.0000
haneyla01,Larry Haney,480,919,198,155,30,1,12,266,68,73,45,3,0.2155,0.2531,0.2894,0.9843,0.0000,0,0.9604,0.0042,0.0021,0.0146,0,0,0,0.0000
hankifr01,Frank Hankinson,849,3272,747,573,122,39,13,986,410,344,170,31,0.2283,0.2666,0.3013,0.8634,0.0000,0.0377,0,0.0024,0.0153,0.8999,0.0118,0.0412,0,0.0000
hanlone01,Ned Hanlon,1267,5074,1317,1049,159,79,30,1724,930,517,471,329,0.2596,0.3246,0.3398,0.8744,0.0000,0,0,0,0.0103,0,0.0055,0.9874,0,0.0000
hanseda01,Dave Hansen,1230,1793,466,346,79,6,35,662,187,222,310,5,0.2599,0.3683,0.3692,0.9672,0.0000,0,0,0.1163,0.0016,0.3016,0.0008,0.0041,0.0228,0.0000
hansero02,Ron Hansen,1384,4311,1007,728,156,17,106,1515,446,501,600,9,0.2336,0.3271,0.3514,0.9661,0.1333,0,0,0.0152,0.0340,0.0621,0.8259,0,0,0.0000
hargrbu01,Bubbles Hargrave,852,2533,786,544,155,58,29,1144,314,376,217,29,0.3103,0.3720,0.4516,0.9832,0.0000,0,0.8768,0,0,0,0,0,0,0.0083
hargrpi01,Pinky Hargrave,650,1601,445,299,91,16,39,685,177,265,140,17,0.2780,0.3394,0.4279,0.9753,0.0000,0,0.6800,0,0,0.0123,0,0.0015,0,0.0000
hargrmi01,Mike Hargrove,1666,5564,1614,1240,266,28,80,2176,783,686,1040,24,0.2901,0.4026,0.3911,0.9899,0.0833,0,0,0.8271,0,0,0,0.1002,0.0420,0.0030
harmote01,Terry Harmon,547,1125,262,215,31,12,4,329,164,72,122,17,0.2329,0.3138,0.2924,0.9763,0.0000,0,0,0.0037,0.4333,0.0402,0.3346,0,0,0.0000
harpebr01,Brian Harper,1001,3151,931,675,186,7,63,1320,339,428,160,8,0.2955,0.3340,0.4189,0.9848,0.0000,0,0.6873,0.0090,0,0.0130,0,0.1139,0.0969,0.0000
harpege02,George Harper,1073,3398,1030,738,158,43,91,1547,505,528,389,58,0.3031,0.3804,0.4553,0.9693,0.0000,0,0,0,0,0,0,0.8695,0,0.0000
harpeto01,Tommy Harper,1810,6269,1609,1171,256,36,146,2375,972,567,783,408,0.2567,0.3410,0.3788,0.9775,0.0667,0,0,0.0199,0.0470,0.1492,0,0.6779,0.0768,0.0000
harrato01,Toby Harrah,2155,7402,1954,1412,307,40,195,2926,1115,918,1204,238,0.2640,0.3685,0.3953,0.9628,0.2353,0,0,0,0.1132,0.5100,0.3773,0.0005,0.0097,0.0031
harrebu01,Bud Harrelson,1533,4744,1120,932,136,45,7,1367,539,267,664,127,0.2361,0.3312,0.2882,0.9684,0.1250,0,0,0,0.0457,0.0059,0.9132,0.0007,0,0.0031
harribu01,Bucky Harris,1263,4736,1297,1000,224,64,9,1676,722,506,472,167,0.2739,0.3520,0.3539,0.9636,0.0000,0,0,0,0.9921,0.0008,0.0016,0.0008,0,0.0957
harrijo03,Joe Harris,970,3035,963,651,201,64,47,1433,461,517,413,36,0.3173,0.4044,0.4722,0.9865,0.0000,0,0,0.5381,0,0.0021,0.0041,0.3289,0,0.0000
harrile01,Lenny Harris,1903,3924,1055,836,161,21,37,1369,460,369,305,131,0.2689,0.3224,0.3489,0.9586,0.0000,0.0005,0,0.0457,0.1576,0.2549,0.0273,0.1597,0.0063,0.0000
hartji01,Jim Ray Hart,1125,3783,1052,705,148,29,170,1768,518,578,429,17,0.2781,0.3528,0.4674,0.9316,0.0833,0,0,0,0,0.6071,0,0.2347,0.0978,0.0000
hartlgr01,Grover Hartley,569,1319,353,279,60,11,3,444,135,144,127,29,0.2676,0.3388,0.3366,0.9688,0.0000,0,0.7645,0.0334,0.0228,0.0070,0.0018,0.0035,0,0.0000
hartnga01,Gabby Hartnett,1990,6432,1912,1216,396,64,236,3144,867,1179,703,28,0.2973,0.3696,0.4888,0.9838,0.3000,0,0.9010,0.0166,0,0,0,0,0,1.0317
hartsto01,Topsy Hartsel,1356,4848,1336,1031,182,92,31,1795,826,341,837,247,0.2756,0.3835,0.3703,0.9541,0.0000,0,0,0,0,0,0,0.9676,0,0.0000
hartzro01,Roy Hartzell,1290,4548,1146,967,112,55,12,1404,503,397,455,182,0.2520,0.3266,0.3087,0.9266,0.0000,0,0,0,0.0868,0.3411,0.1202,0.4264,0,0.0000
haselbi01,Bill Haselman,589,1606,416,272,94,3,47,657,185,210,121,9,0.2590,0.3135,0.4091,0.9911,0.0000,0,0.8896,0.0051,0,0.0017,0,0.0102,0.0679,0.0000
hassero01,Ron Hassey,1192,3440,914,664,172,7,71,1313,348,438,416,14,0.2657,0.3451,0.3817,0.9923,0.0000,0,0.7936,0.0193,0,0,0,0,0.0805,0.0000
hatchbi01,Billy Hatcher,1233,4339,1146,852,210,30,54,1578,586,399,290,218,0.2641,0.3158,0.3637,0.9860,0.0000,0,0,0,0.0016,0,0,0.9270,0.0016,0.0000
hatchmi01,Mickey Hatcher,1130,3377,946,716,172,20,38,1272,348,375,185,11,0.2801,0.3171,0.3767,0.9798,0.0000,0.0009,0,0.1319,0,0.1106,0,0.5088,0.1283,0.0000
hattogr01,Grady Hatton,1312,4206,1068,778,166,33,91,1573,562,533,651,42,0.2539,0.3551,0.3740,0.9622,0.0833,0,0,0.0107,0.1494,0.7287,0.0030,0.0038,0,0.0176
hayesch01,Charlie Hayes,1547,5262,1379,968,251,16,144,2094,580,740,450,47,0.2621,0.3199,0.3979,0.9614,0.0000,0,0,0.0853,0.0039,0.8584,0.0019,0.0032,0.0039,0.0000
hayesfr01,Frankie Hayes,1364,4493,1164,800,213,32,119,1798,545,628,564,30,0.2591,0.3434,0.4002,0.9769,0.4286,0,0.9611,0.0029,0,0,0,0,0,0.0000
hayesja02,Jackie Hayes,1091,4040,1069,820,196,33,20,1391,494,493,309,34,0.2646,0.3183,0.3443,0.9728,0.0000,0,0,0.0073,0.8286,0.0871,0.0467,0,0,0.0000
hayesvo01,Von Hayes,1495,5249,1402,941,282,36,143,2185,767,696,794,253,0.2671,0.3627,0.4163,0.9853,0.0833,0,0,0.2682,0,0.0154,0,0.6957,0.0174,0.0000
haywora01,Ray Hayworth,699,2062,546,433,92,16,5,685,220,238,198,2,0.2648,0.3310,0.3322,0.9863,0.0000,0,0.9685,0,0,0,0,0,0,0.0000
heathje01,Jeff Heath,1383,4937,1447,872,279,102,194,2512,777,887,593,56,0.2931,0.3700,0.5088,0.9713,0.1429,0,0,0,0,0,0,0.9393,0,0.0000
