Unique-id,Name,Games,AB,Hits,1B,2B,3B,HR,Tbases,Runs,RBI,BB,SB,BA,OBP,SLG,Fld_Pct,AllStar_freq,P,C,1B,2B,3B,SS,OF,DH,HOF
flagsir01,Ira Flagstead,1218,4139,1202,850,262,50,40,1684,644,450,467,71,0.2904,0.3696,0.4069,0.9659,0.0000,0,0,0,0.0066,0.0008,0.0460,0.8506,0,0.0000
flahejo01,John Flaherty,1047,3372,849,590,176,3,80,1271,319,395,190,10,0.2518,0.2928,0.3769,0.9893,0.0000,0,0.9857,0.0010,0,0,0,0,0.0019,0.0000
flannti01,Tim Flannery,972,2473,631,520,77,25,9,785,255,209,312,22,0.2552,0.3432,0.3174,0.9767,0.0000,0,0,0,0.5597,0.2500,0.0350,0,0,0.0000
fletcar01,Art Fletcher,1533,5541,1534,1187,238,77,32,2022,684,675,203,159,0.2768,0.3191,0.3649,0.9343,0.0000,0,0,0,0.0215,0.0254,0.9446,0,0,0.0330
fletcda01,Darrin Fletcher,1245,3902,1048,702,214,8,124,1650,377,583,286,2,0.2686,0.3225,0.4229,0.9934,0.0714,0,0.9181,0,0,0,0,0,0.0056,0.0000
fletcel01,Elbie Fletcher,1415,4879,1323,958,228,58,79,1904,723,616,851,32,0.2712,0.3839,0.3902,0.9925,0.0833,0,0,0.9753,0,0,0,0,0,0.0000
fletcsc01,Scott Fletcher,1612,5258,1376,1061,243,38,34,1797,688,510,527,99,0.2617,0.3334,0.3418,0.9792,0.0000,0,0,0.0006,0.4522,0.0521,0.5205,0,0.0068,0.0000
flickel01,Elmer Flick,1483,5597,1752,1272,268,164,48,2492,950,756,597,330,0.3130,0.3890,0.4452,0.9442,0.0000,0,0,0,0.0101,0,0,0.9818,0,0.0051
flintsi01,Silver Flint,760,2913,687,503,129,34,21,947,380,295,54,12,0.2358,0.2500,0.3251,0.9009,0.0000,0,0.9776,0.0079,0,0.0013,0,0.0882,0,0.0000
floodcu01,Curt Flood,1759,6357,1861,1461,271,44,85,2475,851,636,466,88,0.2927,0.3444,0.3893,0.9869,0.2000,0,0,0,0.0011,0.0023,0,0.9648,0,0.2011
floweja01,Jake Flowers,583,1693,433,324,75,18,16,592,229,201,190,58,0.2558,0.3330,0.3497,0.9616,0.0000,0,0,0.0051,0.4460,0.1115,0.2521,0.0034,0,0.0000
flynndo01,Doug Flynn,1309,3853,918,757,115,39,7,1132,288,284,209,20,0.2383,0.2763,0.2938,0.9814,0.0000,0,0,0,0.7341,0.0718,0.2361,0,0,0.0000
foileha01,Hank Foiles,608,1455,353,238,59,10,46,570,171,166,201,3,0.2426,0.3335,0.3918,0.9860,0.0909,0,0.8947,0,0,0,0,0,0,0.0000
foleyto02,Tom Foley,1108,2708,661,475,134,20,32,931,248,263,280,32,0.2441,0.3140,0.3438,0.9769,0.0000,0.0009,0,0.0569,0.3475,0.0812,0.4179,0.0009,0,0.0000
foliti01,Tim Foli,1696,6047,1515,1229,241,20,25,1871,576,501,294,81,0.2505,0.2866,0.3094,0.9716,0.0000,0,0,0.0012,0.0542,0.0389,0.8986,0.0018,0,0.0000
fonsele01,Lew Fonseca,937,3404,1075,791,203,50,31,1471,518,485,186,64,0.3158,0.3554,0.4321,0.9826,0.0000,0.0011,0,0.4002,0.3874,0.0235,0.0043,0.1270,0,0.0159
footeba01,Barry Foote,687,2127,489,319,103,10,57,783,191,230,165,10,0.2299,0.2863,0.3681,0.9853,0.0000,0,0.9272,0.0029,0,0.0029,0,0,0.0058,0.0000
forceda01,Davy Force,1029,4251,1060,891,141,27,1,1258,653,373,156,33,0.2494,0.2759,0.2959,0.8798,0.0000,0.0039,0,0,0.1584,0.1555,0.6958,0.0029,0,0.0000
fordda01,Dan Ford,1153,4163,1123,750,214,38,121,1776,598,566,322,61,0.2698,0.3265,0.4266,0.9732,0.0000,0,0,0,0,0,0,0.9237,0.0538,0.0000
fordho01,Hod Ford,1446,4833,1269,998,200,55,16,1627,484,494,351,21,0.2626,0.3157,0.3366,0.9652,0.0000,0,0,0.0028,0.4073,0.0035,0.5851,0,0,0.0000
fordybr01,Brook Fordyce,623,1807,467,319,103,4,41,701,172,188,125,8,0.2584,0.3107,0.3879,0.9879,0.0000,0,0.9486,0,0,0,0,0,0.0032,0.0000
fossera01,Ray Fosse,924,2957,758,567,117,13,61,1084,299,324,238,15,0.2563,0.3136,0.3666,0.9854,0.1667,0,0.9621,0.0141,0.0011,0,0,0,0.0130,0.0000
fosteed02,Eddie Foster,1500,5652,1490,1222,191,71,6,1841,732,451,528,195,0.2636,0.3293,0.3257,0.9307,0.0000,0,0,0,0.1793,0.7740,0.0167,0,0,0.0102
fostege01,George Foster,1977,7023,1925,1223,307,47,348,3370,986,1239,772,51,0.2741,0.3473,0.4799,0.9843,0.2778,0,0,0.0010,0,0,0,0.9509,0.0015,0.0912
fothebo01,Bob Fothergill,1106,3269,1064,751,225,52,36,1501,453,582,202,42,0.3255,0.3684,0.4592,0.9590,0.0000,0,0,0,0,0,0,0.7523,0,0.0000
fournja01,Jack Fournier,1530,5208,1631,1130,252,113,136,2517,822,859,587,145,0.3132,0.3921,0.4833,0.9836,0.0000,0.0007,0,0.8582,0,0,0,0.0569,0,0.0000
foxne01,Nellie Fox,2367,9232,2663,2161,355,112,35,3347,1279,790,743,76,0.2885,0.3490,0.3625,0.9833,0.7895,0,0,0.0008,0.9696,0.0025,0,0,0,0.9933
foxpe01,Pete Fox,1461,5636,1678,1224,314,75,65,2337,895,694,392,158,0.2977,0.3470,0.4147,0.9765,0.0769,0,0,0,0,0,0,0.9363,0,0.0000
foxxji01,Jimmie Foxx,2317,8134,2646,1529,458,125,534,4956,1751,1922,1452,87,0.3253,0.4283,0.6093,0.9901,0.4500,0.0043,0.0466,0.8282,0,0.0609,0.0004,0.0091,0,1.0529
francju01,Julio Franco,2527,8677,2586,1952,407,54,173,3620,1285,1194,984,281,0.2980,0.3690,0.4172,0.9776,0.1304,0,0,0.2010,0.2624,0.0028,0.2829,0.0016,0.1484,0.0000
francte01,Terry Francona,708,1731,474,378,74,6,16,608,163,143,80,12,0.2738,0.3061,0.3512,0.9892,0.0000,0.0014,0,0.4294,0,0.0014,0,0.2867,0.0876,0.0000
francti01,Tito Francona,1719,5121,1395,1012,224,34,125,2062,650,656,603,46,0.2724,0.3502,0.4027,0.9867,0.0667,0,0,0.2763,0,0,0,0.5300,0,0.0000
freehbi01,Bill Freehan,1774,6073,1591,1115,241,35,200,2502,706,758,693,24,0.2620,0.3461,0.4120,0.9933,0.7333,0,0.8912,0.0885,0,0,0,0.0011,0.0039,0.0064
freembu01,Buck Freeman,1126,4208,1235,823,199,131,82,1942,588,713,272,92,0.2935,0.3460,0.4615,0.9639,0.0000,0.0062,0,0.2274,0.0009,0.0053,0,0.7433,0,0.0000
freesge02,Gene Freese,1115,3446,877,573,161,28,115,1439,429,432,271,51,0.2545,0.3103,0.4176,0.9360,0.0000,0,0,0,0.1049,0.7004,0.0251,0.0108,0,0.0000
fregoji01,Jim Fregosi,1902,6523,1726,1233,264,78,151,2599,844,706,763,76,0.2646,0.3420,0.3984,0.9652,0.3333,0,0,0.0999,0.0005,0.0962,0.7340,0.0042,0.0179,0.0132
freylo01,Lonny Frey,1535,5517,1482,1089,263,69,61,2066,848,549,752,105,0.2686,0.3592,0.3745,0.9581,0.2143,0,0,0,0.6293,0.0143,0.2736,0.0221,0,0.0000
fribebe01,Bernie Friberg,1299,4169,1170,907,181,44,38,1553,544,471,471,51,0.2806,0.3559,0.3725,0.9569,0.0000,0.0008,0.0008,0.0162,0.3341,0.3687,0.0947,0.1501,0,0.0000
friscfr01,Frankie Frisch,2311,9112,2880,2171,466,138,105,3937,1532,1244,728,419,0.3161,0.3687,0.4321,0.9693,0.1579,0,0,0,0.7624,0.1986,0.0325,0,0,1.1240
frymatr01,Travis Fryman,1698,6481,1776,1168,345,40,223,2870,895,1022,621,72,0.2740,0.3376,0.4428,0.9640,0.3846,0,0,0.0006,0,0.8004,0.1996,0,0.0041,0.0049
fuentti01,Tito Fuentes,1499,5566,1491,1189,211,46,45,1929,610,438,321,80,0.2679,0.3094,0.3466,0.9701,0.0000,0,0,0,0.8506,0.0414,0.1101,0,0.0007,0.0000
fulmech01,Chick Fulmer,583,2440,636,528,70,30,8,790,360,261,42,14,0.2607,0.2732,0.3238,0.8149,0.0000,0.0034,0.0017,0.0034,0.1509,0.1115,0.7376,0.0034,0,0.0000
furilca01,Carl Furillo,1806,6378,1910,1338,324,56,192,2922,895,1058,542,48,0.2995,0.3575,0.4581,0.9784,0.1333,0,0,0,0,0,0,0.9629,0,0.0185
gaettga01,Gary Gaetti,2507,8951,2280,1438,443,39,360,3881,1130,1341,691,96,0.2547,0.3116,0.4336,0.9674,0.1000,0.0012,0,0.0550,0.0008,0.9103,0.0056,0.0056,0.0191,0.0103
gagliph01,Phil Gagliano,702,1411,336,265,50,7,14,442,150,159,170,5,0.2381,0.3188,0.3133,0.9693,0.0000,0,0,0.0427,0.2450,0.1852,0.0028,0.0897,0,0.0000
gagnegr01,Greg Gagne,1798,5673,1440,983,296,50,111,2169,712,604,387,108,0.2538,0.3042,0.3823,0.9715,0.0000,0,0,0,0.0033,0.0006,0.9816,0.0044,0.0061,0.0000
gainede01,Del Gainer,548,1608,438,313,75,36,14,627,218,185,149,54,0.2724,0.3423,0.3899,0.9846,0.0000,0,0,0.8102,0.0237,0,0,0.0657,0,0.0000
galanau01,Augie Galan,1742,5937,1706,1196,336,74,100,2490,1004,830,979,123,0.2874,0.3904,0.4194,0.9779,0.1875,0,0,0.0563,0.0333,0.0356,0.0017,0.7801,0,0.0133
galaran01,Andres Galarraga,2257,8096,2333,1458,444,32,399,4038,1195,1425,689,128,0.2882,0.3547,0.4988,0.9910,0.2632,0,0,0.9331,0,0.0004,0,0,0.0208,0.0543
gallemi01,Mike Gallego,1111,2931,700,535,111,12,42,961,374,282,331,24,0.2388,0.3207,0.3279,0.9770,0.0000,0,0,0,0.5617,0.1233,0.3906,0.0009,0.0027,0.0000
galloch01,Chick Galloway,1076,3583,946,747,136,46,17,1225,391,407,274,79,0.2640,0.3174,0.3419,0.9401,0.0000,0,0,0.0009,0.0046,0.0474,0.9229,0.0009,0,0.0000
gamblos01,Oscar Gamble,1584,4502,1195,776,188,31,200,2045,656,666,672,47,0.2654,0.3640,0.4542,0.9762,0.0000,0,0,0.0006,0,0,0,0.5164,0.3542,0.0000
gantro01,Ron Gant,1832,6449,1651,978,302,50,321,3016,1080,1008,808,243,0.2560,0.3391,0.4677,0.9735,0.1250,0,0,0,0.0775,0.0409,0,0.7991,0.0246,0.0000
gantnji01,Jim Gantner,1801,6189,1696,1349,262,38,47,2175,726,568,423,137,0.2740,0.3233,0.3514,0.9817,0.0000,0.0006,0,0.0017,0.8046,0.1999,0.0039,0,0.0044,0.0000
ganzech01,Charlie Ganzel,786,2984,774,628,91,45,10,985,421,412,161,60,0.2594,0.3013,0.3301,0.9275,0.0000,0,0.7354,0.0509,0.0649,0.0140,0.0229,0.1272,0,0.0000
garcica01,Carlos Garcia,610,2178,580,428,102,17,33,815,274,197,127,73,0.2663,0.3110,0.3742,0.9763,0.1000,0,0,0.0016,0.8672,0.0393,0.1098,0,0.0049,0.0000
garcida01,Damaso Garcia,1032,3914,1108,862,183,27,36,1453,490,323,141,203,0.2831,0.3108,0.3712,0.9783,0.1818,0,0,0.0010,0.9302,0.0019,0.0126,0,0.0174,0.0000
garcika01,Karim Garcia,488,1463,352,229,44,13,66,620,180,212,87,10,0.2406,0.2816,0.4238,0.9693,0.0000,0,0,0.0061,0,0,0,0.8689,0.0266,0.0000
garciki01,Kiko Garcia,619,1470,351,267,56,16,12,475,162,112,102,34,0.2388,0.2889,0.3231,0.9589,0.0000,0,0,0,0.1939,0.0824,0.7415,0.0048,0,0.0000
gardnbi02,Billy Gardner,1034,3544,841,623,159,18,41,1159,356,271,264,19,0.2373,0.2954,0.3270,0.9750,0.0000,0,0,0,0.8114,0.0890,0.1044,0,0,0.0000
gardnla01,Larry Gardner,1923,6688,1931,1474,301,129,27,2571,866,934,654,165,0.2887,0.3549,0.3844,0.9452,0.0000,0,0,0,0.0941,0.8612,0.0026,0,0,0.0000
garmsde01,Debs Garms,1010,3111,910,713,141,39,17,1180,438,328,288,18,0.2925,0.3555,0.3793,0.9562,0.0000,0,0,0,0.0010,0.2931,0.0010,0.4960,0,0.0000
garneph01,Phil Garner,1860,6136,1594,1104,299,82,109,2384,780,738,638,225,0.2598,0.3300,0.3885,0.9635,0.1875,0,0,0,0.5242,0.4511,0.0226,0,0.0011,0.0058
garrra01,Ralph Garr,1317,5108,1562,1211,212,64,75,2127,717,408,292,172,0.3058,0.3443,0.4164,0.9671,0.0769,0,0,0,0,0,0,0.8929,0.0364,0.0000
garrewa01,Wayne Garrett,1092,3285,786,596,107,22,61,1120,438,340,611,38,0.2393,0.3584,0.3409,0.9620,0.0000,0,0,0,0.1786,0.7253,0.0293,0,0,0.0000
garvest01,Steve Garvey,2332,8835,2599,1844,440,43,272,3941,1143,1308,592,83,0.2942,0.3373,0.4461,0.9935,0.5263,0,0,0.8829,0.0004,0.0819,0,0.0043,0,0.5681
gastoci01,Cito Gaston,1026,3120,799,572,106,30,91,1238,314,387,199,13,0.2561,0.3012,0.3968,0.9681,0.0909,0,0,0.0117,0,0,0,0.7534,0,0.0000
gedmari01,Rich Gedman,1033,3159,795,519,176,12,88,1259,331,382,289,3,0.2517,0.3150,0.3985,0.9839,0.1538,0,0.9477,0,0,0,0,0,0.0048,0.0000
gehrilo01,Lou Gehrig,2164,8001,2721,1531,534,163,493,5060,1888,1995,1508,102,0.3401,0.4474,0.6324,0.9905,0.4118,0,0,0.9875,0,0,0.0005,0.0042,0,0.3000
gehrich01,Charlie Gehringer,2323,8860,2839,1935,574,146,184,4257,1774,1427,1186,181,0.3204,0.4036,0.4805,0.9753,0.3158,0,0,0.0039,0.9496,0.0026,0,0,0,0.8870
geigega01,Gary Geiger,954,2569,633,436,91,29,77,1013,388,283,354,62,0.2464,0.3399,0.3943,0.9855,0.0000,0.0010,0,0.0063,0,0.0021,0,0.7851,0,0.0000
gerbewa01,Wally Gerber,1522,5099,1309,1084,172,46,7,1594,558,476,465,43,0.2567,0.3229,0.3126,0.9398,0.0000,0,0,0,0.0171,0.0158,0.9507,0,0,0.0000
gerhajo01,Joe Gerhardt,1071,4139,939,755,122,55,7,1192,493,380,162,37,0.2269,0.2582,0.2880,0.8965,0.0000,0,0,0.0588,0.8338,0.0794,0.0308,0.0037,0,0.0000
gernedi01,Dick Gernert,835,2493,632,417,104,8,103,1061,357,402,375,10,0.2535,0.3533,0.4256,0.9882,0.0000,0,0,0.7234,0,0,0,0.1222,0,0.0000
geronce01,Cesar Geronimo,1522,3780,977,715,161,50,51,1391,460,392,437,82,0.2585,0.3382,0.3680,0.9883,0.0000,0,0,0,0,0,0,0.9041,0.0007,0.0000
gharrpa01,Patsy Gharrity,676,1961,513,375,92,26,20,717,237,251,188,32,0.2616,0.3306,0.3656,0.9739,0.0000,0,0.6494,0.1627,0,0,0,0.0518,0,0.0000
gibbsja01,Jake Gibbs,538,1639,382,296,53,8,25,526,157,146,139,28,0.2331,0.2970,0.3209,0.9860,0.0000,0,0.8532,0,0,0.0019,0,0,0,0.0000
gibsoge01,George Gibson,1213,3776,893,687,142,49,15,1178,295,345,286,40,0.2365,0.2948,0.3120,0.9768,0.0000,0,0.9843,0.0008,0,0,0,0,0,0.0000
gibsoki01,Kirk Gibson,1635,5798,1553,984,260,54,255,2686,985,870,790,284,0.2679,0.3585,0.4633,0.9753,0.0000,0,0,0,0,0,0,0.7578,0.2000,0.0336
gilkebe01,Bernard Gilkey,1239,4061,1115,729,244,24,118,1761,606,546,487,115,0.2746,0.3545,0.4336,0.9826,0.0000,0,0,0.0024,0,0,0,0.8684,0.0089,0.0000
gilliji01,Jim Gilliam,1956,7119,1889,1449,304,71,65,2530,1163,558,1066,203,0.2653,0.3621,0.3554,0.9724,0.1429,0,0,0.0010,0.5348,0.3891,0,0.1135,0,0.0000
gilliba01,Barney Gilligan,521,1865,386,292,68,23,3,509,215,167,147,8,0.2070,0.2649,0.2729,0.8984,0.0000,0,0.8791,0.0019,0.0019,0.0038,0.0518,0.0845,0,0.0000
ginsbjo01,Joe Ginsberg,695,1716,414,327,59,8,20,549,168,182,235,7,0.2413,0.3352,0.3199,0.9827,0.0000,0,0.8259,0,0,0,0,0,0,0.0000
girarjo01,Joe Girardi,1277,4127,1100,852,186,26,36,1446,454,422,313,44,0.2665,0.3204,0.3504,0.9906,0.0667,0,0.9765,0,0,0,0,0,0.0023,0.0000
gladdda01,Dan Gladden,1197,4501,1215,898,203,40,74,1720,663,446,355,222,0.2699,0.3269,0.3821,0.9835,0.0000,0.0017,0,0,0.0008,0.0008,0,0.9499,0.0125,0.0000
glassja01,Jack Glasscock,1736,7030,2040,1602,313,98,27,2630,1163,825,439,372,0.2902,0.3374,0.3741,0.9018,0.0000,0.0029,0,0.0029,0.0495,0.0086,0.9378,0.0006,0,0.0000
gonzare01,Rene Gonzales,705,1539,368,286,59,4,19,492,185,136,164,23,0.2391,0.3158,0.3197,0.9746,0.0000,0.0014,0,0.1050,0.2638,0.4993,0.1560,0.0043,0.0014,0.0000
gonzaal01,Alex Gonzalez,1396,4977,1209,771,274,27,137,1948,623,536,404,97,0.2429,0.3038,0.3914,0.9726,0.0000,0,0,0.0021,0,0.0781,0.9040,0.0007,0.0029,0.0000
gonzaju03,Juan Gonzalez,1689,6556,1936,1089,388,25,434,3676,1061,1404,531,26,0.2953,0.3499,0.5607,0.9828,0.1765,0,0,0,0,0,0,0.7768,0.2191,0.0688
gonzami01,Mike Gonzalez,1042,2829,717,562,123,19,13,917,283,263,231,52,0.2534,0.3143,0.3241,0.9809,0.0000,0,0.8330,0.0576,0,0,0,0.0058,0,0.0150
gonzato01,Tony Gonzalez,1559,5195,1485,1087,238,57,103,2146,690,615,530,79,0.2859,0.3574,0.4131,0.9863,0.0000,0,0,0,0,0,0,0.9282,0,0.0000
goochjo01,Johnny Gooch,805,2363,662,528,98,29,7,839,227,293,206,11,0.2802,0.3417,0.3551,0.9720,0.0000,0,0.9416,0,0,0,0,0,0,0.0000
goodwi01,Wilbur Good,749,2364,609,472,84,44,9,808,324,187,190,104,0.2576,0.3224,0.3418,0.9374,0.0000,0.0067,0,0,0,0,0,0.8331,0,0.0000
goodmbi01,Billy Goodman,1623,5644,1691,1329,299,44,19,2135,807,591,676,37,0.2996,0.3765,0.3783,0.9773,0.1250,0,0,0.2502,0.3845,0.2033,0.0043,0.0684,0,0.0000
goodmiv01,Ival Goodman,1107,3928,1104,736,188,85,95,1747,609,525,382,49,0.2811,0.3521,0.4448,0.9743,0.2000,0,0,0,0,0,0,0.9033,0,0.0000
goodwto01,Tom Goodwin,1288,3846,1029,841,125,39,24,1304,636,284,368,369,0.2676,0.3322,0.3391,0.9908,0.0000,0,0,0,0,0,0,0.8486,0.0070,0.0000
gordojo01,Joe Gordon,1566,5707,1530,961,264,52,253,2657,914,975,759,89,0.2681,0.3569,0.4656,0.9691,0.8182,0,0,0.0192,0.9700,0,0.0013,0,0,0.3804
gordosi01,Sid Gordon,1475,4992,1415,950,220,43,202,2327,735,805,733,19,0.2835,0.3768,0.4661,0.9723,0.1538,0,0,0.0285,0.0020,0.3078,0,0.6224,0,0.0000
gorege01,George Gore,1310,5357,1612,1210,262,94,46,2200,1327,618,717,170,0.3009,0.3865,0.4107,0.8651,0.0000,0,0,0.0130,0,0.0008,0,0.9901,0,0.0000
gosgeji01,Jim Gosger,705,1815,411,298,67,16,30,600,197,177,242,25,0.2264,0.3177,0.3306,0.9853,0.0000,0,0,0.0355,0,0,0,0.7872,0,0.0000
gosligo01,Goose Goslin,2287,8656,2735,1814,500,173,248,4325,1483,1609,949,175,0.3160,0.3871,0.4997,0.9583,0.0556,0,0,0.0004,0,0.0004,0,0.9567,0,0.1793
gotayju01,Julio Gotay,389,988,257,210,38,3,6,319,106,70,72,12,0.2601,0.3159,0.3229,0.9568,0.0000,0,0,0,0.3239,0.0437,0.3933,0.0051,0,0.0000
gowdyha01,Hank Gowdy,1050,2735,738,566,124,27,21,979,270,322,311,59,0.2698,0.3508,0.3580,0.9746,0.0000,0,0.8505,0.0486,0,0,0,0,0,0.4762
gracema01,Mark Grace,2245,8065,2445,1716,511,45,173,3565,1179,1146,1190,70,0.3032,0.3908,0.4420,0.9945,0.1875,0.0004,0,0.9630,0,0,0,0,0.0004,0.0543
gradymi01,Mike Grady,918,3000,881,625,155,67,34,1272,486,449,311,114,0.2937,0.3738,0.4240,0.9473,0.0000,0,0.5719,0.2680,0.0054,0.0556,0.0153,0.0545,0,0.0000
grammal01,Alex Grammas,913,2073,512,400,90,10,12,658,236,163,228,17,0.2470,0.3242,0.3174,0.9678,0.0000,0,0,0,0.1095,0.1347,0.7349,0,0,0.0000
graneja01,Jack Graney,1402,4705,1178,862,219,79,18,1609,706,420,712,148,0.2504,0.3537,0.3420,0.9507,0.0000,0.0014,0,0,0,0,0,0.9144,0,0.0000
granted01,Eddie Grant,990,3385,844,730,79,30,5,998,399,277,233,153,0.2493,0.2998,0.2948,0.9336,0.0000,0,0,0.0010,0.0303,0.7768,0.1040,0,0,0.0171
grantge01,George Grantham,1444,4989,1508,1018,292,93,105,2301,912,712,717,132,0.3023,0.3924,0.4612,0.9673,0.0000,0,0,0.3476,0.5873,0.0097,0,0.0132,0,0.0050
grebecr01,Craig Grebeck,752,1988,518,375,116,8,19,707,239,187,230,4,0.2606,0.3407,0.3556,0.9750,0.0000,0,0,0,0.3976,0.2021,0.3737,0.0066,0.0199,0.0000
greendi01,Dick Green,1288,4007,960,712,145,23,80,1391,427,422,379,26,0.2396,0.3088,0.3471,0.9815,0.0000,0,0.0016,0.0008,0.8991,0.0528,0.0070,0,0,0.0000
greenle01,Lenny Green,1136,2956,788,576,138,27,47,1121,461,253,380,78,0.2666,0.3536,0.3792,0.9841,0.0000,0,0,0,0,0,0,0.7773,0,0.0000
greensh01,Shawn Green,1951,7082,2003,1195,445,35,328,3502,1129,1070,824,162,0.2828,0.3616,0.4945,0.9871,0.1333,0,0,0.0728,0,0,0,0.8883,0.0226,0.0047
greenha01,Hank Greenberg,1394,5193,1628,847,379,71,331,3142,1051,1276,852,58,0.3135,0.4118,0.6050,0.9896,0.3846,0,0,0.8164,0,0,0,0.1714,0,1.1310
greento02,Todd Greene,536,1573,397,241,82,3,71,698,181,217,75,5,0.2524,0.2897,0.4437,0.9903,0.0000,0,0.5485,0.0466,0,0,0,0.0821,0.1642,0.0000
greenmi01,Mike Greenwell,1269,4623,1400,957,275,38,130,2141,657,726,539,80,0.3028,0.3773,0.4631,0.9807,0.1667,0,0.0008,0,0,0,0,0.9173,0.0465,0.0056
grichbo01,Bobby Grich,2008,6890,1833,1242,320,47,224,2919,1033,864,1137,104,0.2660,0.3744,0.4237,0.9825,0.3529,0,0,0.0354,0.8790,0.0244,0.0792,0,0.0045,0.0341
griffke01,Ken Griffey,2097,7229,2143,1550,364,77,152,3117,1129,859,770,200,0.2964,0.3628,0.4312,0.9810,0.1579,0,0,0.0820,0,0,0,0.8121,0.0067,0.0623
griffal01,Alfredo Griffin,1962,6780,1688,1341,245,78,24,2161,759,527,375,192,0.2490,0.2888,0.3187,0.9596,0.0556,0,0,0,0.0280,0.0051,0.9485,0,0.0056,0.0000
griffmi01,Mike Griffin,1511,5914,1753,1290,313,108,42,2408,1405,719,809,473,0.2964,0.3881,0.4072,0.9478,0.0000,0,0,0,0.0046,0,0.0185,0.9782,0,0.0000
griffto01,Tommy Griffith,1401,4947,1383,1051,208,72,52,1891,589,619,351,70,0.2796,0.3284,0.3823,0.9541,0.0000,0,0,0,0,0,0,0.9515,0,0.0000
grimjo01,John Grim,706,2638,705,533,119,37,16,946,350,330,85,82,0.2672,0.3024,0.3586,0.9353,0.0000,0.0014,0.8187,0.0411,0.0623,0.0283,0.0326,0.0198,0,0.0000
grimmch01,Charlie Grimm,2166,7917,2299,1718,394,108,79,3146,908,1078,578,57,0.2904,0.3411,0.3974,0.9926,0.0000,0,0,0.9838,0,0.0005,0,0.0042,0,0.1300
grissma02,Marquis Grissom,2165,8275,2251,1582,386,56,227,3430,1187,967,597,429,0.2720,0.3211,0.4145,0.9877,0.1176,0,0,0,0,0,0,0.9644,0.0009,0.0092
groatdi01,Dick Groat,1929,7484,2138,1680,352,67,39,2741,829,707,529,14,0.2857,0.3333,0.3662,0.9600,0.5714,0,0,0.0005,0.0005,0.0140,0.9730,0,0,0.0246
grohhe01,Heinie Groh,1676,6074,1774,1353,308,87,26,2334,918,566,696,180,0.2921,0.3725,0.3843,0.9611,0.0000,0,0,0,0.1939,0.7751,0.0119,0,0,0.0265
grossgr01,Greg Gross,1809,3745,1073,890,130,46,7,1316,449,308,574,39,0.2865,0.3791,0.3514,0.9825,0.0000,0.0011,0,0.0409,0,0,0,0.6656,0,0.0000
grosswa01,Wayne Gross,1106,3125,727,471,126,9,121,1234,373,396,516,24,0.2326,0.3427,0.3949,0.9530,0.0909,0.0009,0,0.1365,0,0.8165,0,0.0036,0.0163,0.0000
groteje01,Jerry Grote,1421,4339,1092,871,160,22,39,1413,352,404,476,15,0.2517,0.3270,0.3257,0.9907,0.1250,0,0.9486,0,0,0.0190,0,0.0021,0,0.0000
grothjo01,Johnny Groth,1248,3808,1064,776,197,31,60,1503,480,486,422,19,0.2794,0.3520,0.3947,0.9874,0.0000,0,0,0,0,0,0,0.9255,0,0.0000
grubbjo01,Johnny Grubb,1424,4154,1153,818,207,29,99,1715,553,475,607,27,0.2776,0.3717,0.4129,0.9816,0.0625,0,0,0.0063,0,0.0056,0,0.7317,0.1299,0.0000
grubeke01,Kelly Gruber,939,3159,818,529,148,24,117,1365,431,443,210,80,0.2589,0.3093,0.4321,0.9545,0.2000,0,0,0,0.0309,0.9010,0.0309,0.0405,0.0224,0.0000
guerrpe01,Pedro Guerrero,1536,5392,1618,1107,267,29,215,2588,730,898,724,97,0.3001,0.3816,0.4800,0.9768,0.3333,0,0,0.3730,0.0078,0.2428,0,0.3522,0,0.0169
guilloz01,Ozzie Guillen,1993,6686,1764,1392,275,69,28,2261,773,619,264,169,0.2638,0.2900,0.3382,0.9733,0.1875,0,0,0.0030,0.0025,0.0095,0.9513,0.0010,0.0010,0.0128
gustifr01,Frankie Gustine,1261,4582,1214,907,222,47,38,1644,553,480,369,60,0.2649,0.3218,0.3588,0.9427,0.2500,0,0.0016,0.0008,0.4370,0.3029,0.2403,0,0,0.0150
gutieri01,Ricky Gutierrez,1119,3632,967,763,141,25,38,1272,471,357,384,50,0.2662,0.3416,0.3502,0.9687,0.0000,0,0,0,0.1358,0.0393,0.7846,0.0045,0.0009,0.0000
guttedo01,Don Gutteridge,1151,4202,1075,772,200,64,39,1520,586,391,309,95,0.2558,0.3076,0.3617,0.9536,0.0000,0,0,0,0.5039,0.3579,0.0678,0.0122,0,0.0000
gwynnch01,Chris Gwynn,599,1007,263,199,36,11,17,372,119,118,80,2,0.2612,0.3140,0.3694,0.9973,0.0000,0,0,0.0067,0,0,0,0.4775,0.0117,0.0000
gwynnto01,Tony Gwynn,2440,9288,3141,2378,543,85,135,4259,1383,1138,993,319,0.3382,0.4002,0.4585,0.9866,0.7500,0,0,0,0,0,0,0.9533,0.0061,1.3007
haasmu01,Mule Haas,1168,4303,1257,915,254,45,43,1730,706,496,433,12,0.2921,0.3586,0.4020,0.9824,0.0000,0,0,0.0385,0,0,0,0.8750,0,0.0069
hackst01,Stan Hack,1938,7278,2193,1692,363,81,57,2889,1239,642,1092,165,0.3013,0.3940,0.3969,0.9570,0.3125,0,0,0.0243,0,0.9474,0,0,0,0.0635
